City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,la romana,18.4273,-68.9728,75.56,94,75,6.91,DO,1702585928
363,puerto baquerizo moreno,-0.9,-89.6,83.39,74,20,13.8,EC,1702585817
364,fort st. john,56.2499,-120.8529,37.29,44,75,12.66,CA,1702585975
365,mukalla,14.5425,49.1242,73.53,65,30,1.32,YE,1702586022
366,semporna,4.4818,118.6112,77.88,90,53,5.01,MY,1702586022
367,siuri,23.9167,87.5333,60.42,45,72,4.07,IN,1702586022
368,north bend,43.4065,-124.2243,55.08,76,100,3.44,US,1702585763
369,kiffa,16.6166,-11.4045,75.07,14,100,10.8,MR,1702586023
370,manthani,18.65,79.6667,64.65,67,4,1.28,IN,1702586023
371,kem',64.9555,34.5793,7.59,99,93,4.27,RU,1702586023
372,saurimo,-9.6608,20.3916,65.66,96,100,1.34,AO,1702586023
373,miracatu,-24.2814,-47.4597,82.18,68,2,4.07,BR,1702586023
374,kelibia,36.8476,11.0939,57.45,77,40,9.22,TN,1702586023
375,natal,-5.795,-35.2094,83.05,69,40,14.97,BR,1702586024
376,mostaganem,35.9311,0.0892,55.63,55,0,0.29,DZ,1702586024
377,metlaoui,34.3208,8.4016,56.48,50,91,13.18,TN,1702586024
378,tamanrasset,22.785,5.5228,60.71,14,0,5.75,DZ,1702586024
379,mora,11.0461,14.1401,71.04,27,84,5.75,CM,1702586024
380,sechura,-5.5569,-80.8222,80.46,58,55,15.14,PE,1702586024
381,tabou,4.423,-7.3528,81.37,77,0,9.82,CI,1702586025
382,sotik post,-0.7813,35.3416,56.03,97,59,2.64,KE,1702586025
383,marsh harbour,26.5412,-77.0636,72.68,79,100,33.91,BS,1702586025
384,east london,-33.0153,27.9116,66.22,75,69,16.33,ZA,1702585815
385,dawei,14.0833,98.2,73.44,82,22,3.78,MM,1702586030
386,muisne,0.6,-80.0333,79.12,82,95,10.71,EC,1702586030
387,nikel,69.4128,30.222,12.38,98,54,5.88,RU,1702586030
388,wynyard,-41.0,145.7167,56.84,63,69,7.67,AU,1702586030
389,gangolli,13.65,74.6667,74.5,59,3,4.99,IN,1702586031
390,manicore,-5.8092,-61.3003,92.84,50,99,4.65,BR,1702586031
391,ouani,-12.1322,44.4258,81.9,75,94,1.81,KM,1702586031
392,adam,22.3756,57.5233,67.17,30,1,9.37,OM,1702586031
393,hecun,36.5333,114.1111,12.33,96,28,4.0,CN,1702586031
394,garrucha,37.1874,-1.8349,55.83,53,0,5.99,ES,1702586031
395,anatuya,-28.4606,-62.8347,86.58,67,85,15.37,AR,1702586032
396,yuzhno-kurilsk,44.0306,145.8556,27.37,69,100,23.76,RU,1702586032
397,daru,-9.0763,143.2092,78.78,90,100,7.38,PG,1702586032
398,yeniseysk,58.4497,92.1703,-6.61,97,100,3.83,RU,1702586032
399,katabu,-4.9333,122.5167,76.55,93,100,2.01,ID,1702586032
400,kamina,-8.7386,24.9906,64.04,96,51,1.68,CD,1702586033
401,north nowra,-34.8581,150.5828,70.75,81,93,2.35,AU,1702586033
402,mitsamiouli,-11.3847,43.2844,82.0,74,100,6.4,KM,1702586033
403,emerald,-23.5333,148.1667,72.34,83,0,9.13,AU,1702586033
404,ladario,-19.0047,-57.6017,89.89,58,75,2.3,BR,1702586033
405,port alfred,-33.5906,26.891,62.19,93,19,1.99,ZA,1702586034
406,yilan,24.757,121.753,75.02,86,2,3.56,TW,1702586034
407,kargasok,59.0556,80.8572,0.97,91,100,8.01,RU,1702586034
408,haiku-pauwela,20.9219,-156.3051,75.25,59,20,20.71,US,1702586034
409,uacu cungo,-11.3634,15.1208,65.01,96,99,1.77,AO,1702586034
410,balkashino,52.5167,68.7667,-11.29,73,74,4.52,KZ,1702586034
411,nantucket,41.2835,-70.0995,36.01,44,0,9.22,US,1702586034
412,bartica,6.4,-58.6167,88.12,66,100,3.78,GY,1702586035
413,la gi,10.6667,107.7833,74.19,86,90,7.96,VN,1702586035
414,otjimbingwe,-22.35,16.1333,72.48,29,100,8.01,NA,1702586035
415,nguigmi,14.2495,13.1092,68.81,29,39,13.31,NE,1702586035
416,bellavista,-7.0561,-76.5911,87.48,61,100,3.22,PE,1702586035
417,belmonte,-15.8631,-38.8828,78.35,81,43,7.83,BR,1702586035
418,hastings,50.8552,0.5729,46.33,91,68,11.16,GB,1702585776
419,anka,12.1138,5.9243,72.07,26,1,10.38,NG,1702586035
420,khowy,38.5503,44.9521,39.2,75,0,1.23,IR,1702586036
421,zintan,31.9223,12.252,51.73,58,0,6.04,LY,1702586036
422,lorengau,-2.0226,147.2712,81.03,80,100,3.02,PG,1702586036
423,vila franca do campo,37.7167,-25.4333,64.89,99,100,13.76,PT,1702586036
424,port saint john's,-31.6229,29.5448,67.51,79,99,14.18,ZA,1702586036
425,priob'ye,62.5206,65.5964,6.03,95,100,4.74,RU,1702586036
426,fangshan,39.6983,115.9925,18.95,97,92,1.66,CN,1702586036
427,gaogou,34.0175,119.1886,37.44,89,100,10.94,CN,1702586037
428,lhokseumawe,5.1801,97.1507,77.43,87,100,1.88,ID,1702586037
429,semenyih,2.9516,101.843,78.58,99,100,2.26,MY,1702586037
430,zarghun shahr,32.8473,68.4457,33.93,35,55,4.34,AF,1702586037
431,monmouth,40.3001,-74.1663,43.14,42,0,5.75,US,1702585738
432,stanthorpe,-28.6667,151.95,69.42,85,66,9.31,AU,1702586037
433,nishinoomote,30.7333,131.0,68.94,80,20,10.0,JP,1702586037
434,roxborough park,39.4739,-105.0853,47.46,83,100,1.01,US,1702586038
435,linfen,36.0889,111.5189,19.98,66,91,9.33,CN,1702586038
436,velikiy ustyug,60.7644,46.3106,8.4,95,99,5.99,RU,1702586038
437,roma,43.2128,-75.4557,38.88,58,75,0.0,US,1702585975
438,islamorada,24.9243,-80.6278,72.0,97,100,15.99,US,1702586038
439,guerrero negro,27.9769,-114.0611,72.81,29,0,7.7,MX,1702586038
440,wuhai,39.6647,106.8122,7.38,86,97,11.54,CN,1702586038
441,gobabis,-22.45,18.9667,74.23,50,96,14.27,NA,1702586039
442,karatuzskoye,53.6072,92.8667,-5.62,99,100,3.0,RU,1702586039
443,yur'yevets,57.3201,43.1041,12.79,93,100,11.25,RU,1702586039
444,hwange,-18.3693,26.5019,71.64,83,93,3.06,ZW,1702586039
445,ponta delgada,37.7333,-25.6667,65.19,77,20,17.27,PT,1702586039
446,qulsary,46.9531,54.0198,20.84,26,100,16.37,KZ,1702586039
447,horta,38.5333,-28.6333,62.02,83,40,27.63,PT,1702586039
448,gokarna,14.55,74.3167,74.19,55,0,9.13,IN,1702586040
449,maun,-19.9833,23.4167,76.12,66,100,7.4,BW,1702586040
450,xilin hot,43.9667,116.0333,-7.71,98,100,10.87,CN,1702586040
451,constitucion,-35.3333,-72.4167,60.6,62,3,15.5,CL,1702585857
452,columbia falls,48.3725,-114.1815,30.13,77,0,5.75,US,1702586040
453,thunder bay,48.4001,-89.3168,57.18,38,20,17.27,CA,1702586040
454,muncar,-8.4333,114.3333,77.18,90,96,4.52,ID,1702586041
455,ceeldheer,3.8488,47.1806,79.74,76,17,17.02,SO,1702585810
456,magadan,59.5667,150.8,1.33,75,39,11.01,RU,1702586041
457,fort mcmurray,56.7268,-111.381,36.99,51,0,11.5,CA,1702585836
458,timbiqui,2.7717,-77.6654,78.17,90,100,6.58,CO,1702586041
459,kirensk,57.7853,108.1119,-16.42,97,100,6.49,RU,1702586041
460,aral,40.5156,81.2636,17.46,49,8,4.7,CN,1702586041
461,vilyuchinsk,52.9306,158.4028,20.93,70,100,33.4,RU,1702586042
462,kotri,25.366,68.3122,65.98,21,0,6.6,PK,1702586042
463,kolonia,50.9333,6.95,41.97,87,75,2.3,DE,1702585789
464,oasis,33.4659,-116.0989,76.33,25,0,1.01,US,1702586043
465,mogocha,53.7333,119.7667,-30.8,96,5,3.13,RU,1702586043
466,iranshahr,27.2025,60.6848,64.74,52,0,4.61,IR,1702586044
467,fortuna,40.5982,-124.1573,63.99,62,0,5.01,US,1702586044
468,andergrove,-21.0833,149.1833,76.64,72,100,5.84,AU,1702586045
469,prainha,-1.8,-53.48,89.58,51,79,5.17,BR,1702586045
470,waat,51.1454,6.4958,42.78,93,100,3.44,DE,1702586045
471,amga,60.8953,131.9608,-18.81,95,100,7.74,RU,1702586045
472,prince george,53.9166,-122.753,28.26,98,100,1.01,CA,1702585782
473,apt,43.8833,5.4,46.69,75,46,13.0,FR,1702586046
474,shar'ya,58.3686,45.5144,9.43,95,100,7.23,RU,1702586046
475,kone,-21.0595,164.8658,79.54,59,13,2.64,NC,1702586047
476,maloye ganyushkino,46.6,49.2667,29.39,67,91,11.01,KZ,1702586047
477,hilo,19.7297,-155.09,72.1,95,100,14.97,US,1702585810
478,nong bua lamphu,17.2041,102.4407,72.19,70,50,1.39,TH,1702586048
479,serra talhada,-7.9919,-38.2983,88.21,35,9,20.29,BR,1702586048
480,torghay,49.6339,63.4981,7.29,54,28,14.07,KZ,1702586048
481,al hazm,16.1641,44.7769,62.64,39,5,2.37,YE,1702586048
482,walvis bay,-22.9575,14.5053,62.1,72,49,8.05,NA,1702586049
483,machico,32.7,-16.7667,66.83,71,40,17.27,PT,1702586049
484,mesolongi,38.3702,21.4295,62.94,84,68,6.35,GR,1702586049
485,ljusdal,61.8288,16.0913,-5.04,100,86,0.94,SE,1702586049
486,calabozo,8.9242,-67.4293,89.31,46,100,4.03,VE,1702586050
487,kulhudhuffushi,6.6221,73.07,80.49,78,100,2.93,MV,1702586050
488,salahonda,2.1019,-78.7217,78.82,89,100,17.16,CO,1702586050
489,malango,-2.9627,119.9001,67.95,97,99,2.19,ID,1702586050
490,kolonia town,6.964,158.206,84.31,94,75,9.22,FM,1702586051
491,thinadhoo,0.5333,72.9333,83.01,73,100,6.93,MV,1702586051
492,gyanpur,25.35,82.4667,53.55,49,13,1.99,IN,1702586051
493,pekan,3.4836,103.3996,77.11,91,99,5.68,MY,1702586051
494,hasaki,35.7333,140.8333,52.29,71,100,7.87,JP,1702586052
495,zelenogorskiy,55.0333,87.0,-2.04,96,100,8.14,RU,1702586052
496,harstad,68.799,16.5293,25.16,51,10,17.0,NO,1702586052
497,tafuna,-14.3358,-170.72,78.75,94,100,5.75,AS,1702586052
498,kavieng,-2.5744,150.7967,82.38,80,29,9.4,PG,1702586052
499,hadibu,12.65,54.0333,77.0,77,14,11.54,YE,1702586053
500,yemetsk,63.4721,41.7941,11.62,94,100,6.33,RU,1702586053
501,mogadishu,2.0371,45.3438,81.18,79,19,15.68,SO,1702586053
502,jiwani,25.05,61.7417,74.59,63,100,8.08,PK,1702586053
503,tangalle,6.024,80.7911,76.42,91,100,7.78,LK,1702586054
504,akureyri,65.6835,-18.0878,37.33,44,75,14.97,IS,1702586054
505,arfoud,31.4348,-4.2375,54.61,20,0,7.85,MA,1702586054
506,ordynskoye,54.3656,81.8994,-12.12,92,53,7.25,RU,1702586054
507,tomatlan,19.9333,-105.25,91.8,26,100,5.01,MX,1702586055
508,fukuecho,32.6881,128.8419,66.56,91,7,17.36,JP,1702586055
509,geraldton,-28.7667,114.6,63.01,77,94,10.36,AU,1702586055
510,mangrol,21.1167,70.1167,73.89,68,3,1.97,IN,1702586055
511,dalandzadgad,43.5708,104.425,-5.22,90,100,11.7,MN,1702586056
512,kapit,2.0167,112.9333,73.65,99,99,1.07,MY,1702586056
513,bargaal,11.2864,51.0773,75.85,66,10,8.25,SO,1702586056
514,cockburn town,21.4612,-71.1419,79.16,72,98,22.17,TC,1702586012
515,eirunepe,-6.6603,-69.8736,79.65,93,93,2.24,BR,1702586057
516,champerico,14.3,-91.9167,95.54,61,12,9.06,GT,1702586057
517,nelspruit,-25.4745,30.9703,75.49,68,100,3.44,ZA,1702585822
518,lusambo,-4.9667,23.45,70.38,98,90,1.14,CD,1702586057
519,unai,-16.3575,-46.9061,90.75,28,63,3.83,BR,1702586058
520,sao joao da barra,-21.6403,-41.0511,82.49,84,26,13.4,BR,1702586058
521,sao gabriel da cachoeira,-0.1303,-67.0892,81.25,91,100,2.1,BR,1702586045
522,bria,6.5423,21.9863,72.45,33,22,3.29,CF,1702586059
523,santo antonio do ica,-3.1022,-67.9397,85.15,73,100,2.64,BR,1702586059
524,staraya vichuga,57.2683,41.8787,13.06,94,100,10.36,RU,1702586002
525,toliara,-23.35,43.6667,79.99,81,89,1.39,MG,1702586059
526,baukau,51.5526,7.2042,39.49,87,81,1.01,DE,1702586060
527,amahai,-3.3333,128.9167,78.39,84,60,5.19,ID,1702586060
528,erfurt,50.9833,11.0333,39.47,89,75,11.5,DE,1702586060
529,ganta,7.3022,-8.5308,69.69,41,1,2.17,LR,1702586061
530,yeppoon,-23.1333,150.7333,73.18,69,0,4.29,AU,1702586061
531,filey,54.21,-0.2892,44.04,90,45,4.0,GB,1702586061
532,topolobampo,25.6,-109.05,78.71,34,0,16.11,MX,1702586061
533,taltal,-25.4,-70.4833,69.19,64,22,5.68,CL,1702586061
534,leava,-14.3,-178.1667,80.71,82,100,24.27,WF,1702586062
535,chegdomyn,51.1167,133.0167,-27.06,99,65,0.51,RU,1702585943
536,konosha,60.9736,40.257,9.64,94,99,6.96,RU,1702586062
537,trincomalee,8.5711,81.2335,79.72,81,100,7.43,LK,1702586062
538,vilhena,-12.7406,-60.1458,86.22,58,40,6.91,BR,1702586063
539,tchintabaraden,15.8969,5.7985,64.99,20,6,11.05,NE,1702586063
540,mossel bay,-34.1831,22.146,62.53,69,15,6.29,ZA,1702586063
541,ilhabela,-23.7781,-45.3581,77.7,85,41,2.66,BR,1702585965
542,sisimiut,66.9395,-53.6735,5.65,82,96,17.16,GL,1702586063
543,bengkulu,-3.8004,102.2655,73.62,90,69,3.91,ID,1702586064
544,alliance,40.9153,-81.1059,45.68,42,15,7.65,US,1702586064
545,kununurra,-15.7667,128.7333,82.38,94,100,0.0,AU,1702586064
546,nogliki,51.8333,143.1667,-3.66,76,7,13.0,RU,1702586064
547,cooper's town,26.8667,-77.5167,72.5,76,100,35.43,BS,1702586065
